Age,Education,EmploymentLengthYears,MonthlyIncome,Dependents,CreditScore,ExistingLoans,MonthlyDebt,YearsWithBank,HasSavingsAccount,HasCheckingAccount,LoanAmount,LoanTermMonths,InterestRate,LoanDefault,LoanPurposeDescription,Sentiment_Score,EmploymentType_Full-Time,EmploymentType_Part-Time,EmploymentType_Self-Employed,EmploymentType_Unemployed,EmploymentSector_Education,EmploymentSector_Finance,EmploymentSector_Government,EmploymentSector_Healthcare,EmploymentSector_Manufacturing,EmploymentSector_Other,EmploymentSector_Retail,EmploymentSector_Services,EmploymentSector_Technology,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,PropertyOwnership_Own Outright,PropertyOwnership_Own with Mortgage,PropertyOwnership_Rent,LoanPurpose_Car Loan,LoanPurpose_Debt Consolidation,LoanPurpose_Education,LoanPurpose_Home Improvement,LoanPurpose_Home Purchase,LoanPurpose_Medical,LoanPurpose_Personal,LoanPurpose_Vacation,LoanPurpose_Wedding,Sentiment_Neutral,Sentiment_Positive,Sentiment_Unknown
69,2.0,14,7679.906174024232,0,666,2,2690.429259123392,25,1,1,35440.813792572306,60,8.857510804394922,1,Car Loan: unknown,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
69,2.0,16,9805.298150412047,2,709,1,3211.937053375391,20,0,0,20685.853759359896,24,8.155650787997121,1,"Need funds for a new project, or a new project that will be a part of a new project.",0.99595046043396,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56,5.0,15,14062.475054108629,3,714,0,4754.515370781588,27,1,1,57816.46165158387,84,6.785373711546386,0,I need an education loan to pursue a career in the field of economics and economics.,0.9967808723449707,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,2.0,6,12474.243179155195,0,654,0,3112.3401795996224,1,0,1,12572.893220829816,12,8.298823772227946,0,Need funds for the project.,0.9833061099052429,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26,2.0,6,4779.516751061364,3,617,2,2551.715484056409,5,1,1,22162.67962625603,48,13.581823112939803,1,Need funds for the project.,0.9833061099052429,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
21,2.0,1,2399.27998036677,1,613,2,1129.662597997879,0,1,1,9971.160126983945,12,11.14607846051373,1,I need a personal loan for a couple of years.,0.997724711894989,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
27,2.0,7,8461.771530772072,2,706,3,2667.87107225663,5,1,1,21305.883828311016,24,7.451275746471593,0,Applying for financing to cover the cost of the acquisition of the project.,0.9373926520347595,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,1.0,13,3982.814509812941,1,738,1,1166.711725869988,15,1,1,271053.0563432061,180,5.536470314432161,1,Looking to buy a house for my family because of the fact that they are very close to me.,0.9663536548614502,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
44,1.0,2,10063.574081167735,1,756,2,562.2803821500111,2,1,1,25573.961155537152,60,4.447567815547743,0,Need funds for the project.,0.9833061099052429,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
48,3.0,2,15273.95576879867,2,682,0,5227.4633068772855,13,1,0,28619.1432470607,12,8.365718356101192,0,Need funds for the next few weeks.,0.9974800944328308,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
55,2.0,5,8661.674178834164,0,808,0,1847.4170839500173,15,1,0,42942.07937445929,48,4.770496941851796,0,Looking to finance a car because it‬s a good idea to have a car that you can afford.,0.9982607960700989,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
60,3.0,24,9866.631254491607,3,728,1,1667.2964281770037,5,1,0,8499.44048355307,60,8.403098164621259,0,Applying for debt consolidation to reduce the cost of government debt.,0.89922696352005,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41,2.0,13,4958.869442155422,0,677,1,1784.9702866838338,21,1,1,10736.85560631108,60,10.520531661235294,0,Need to refinance existing loans because the government is not willing to pay for it.,0.9982486963272095,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
37,1.0,10,7572.804578371632,3,668,0,2734.105146975738,11,0,1,43198.45535325186,72,10.538949481796404,0,I need a car loan to buy a vehicle for a month.,0.9985894560813904,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
44,1.0,24,9630.63509596123,0,737,2,2402.56459070595,6,1,0,43209.26153036543,36,5.997703073112358,0,Car Loan: unknown,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
64,3.0,23,5300.2777246990045,0,617,2,2421.974547626776,29,1,1,60900.78930111589,60,10.650513185262868,1,Education: unknown,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
21,1.0,0,3054.758847181387,1,536,2,1799.9115637006266,2,1,1,10720.289408913472,12,16.017596525013126,1,I need a personal loan for me to get into the business.,0.998408854007721,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49,2.0,16,14245.709654454457,3,731,0,5597.78779762913,16,0,0,29061.18237355278,12,6.991745517677156,0,Vacation: unknown,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
44,3.0,16,8882.79746692767,0,681,3,1721.481383998626,26,0,1,29854.670570867456,60,7.985173721786213,1,Applying for auto financing to purchase a home,0.8643233180046082,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
54,2.0,34,9735.512973731917,2,746,2,2541.2797244395524,26,0,1,29871.44932648304,48,5.764605111369612,0,I need a personal loan for a year.,0.9970656037330627,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
31,3.0,2,13068.431926113128,0,701,3,3030.459242269586,4,1,0,22346.249480674905,48,5.558831597422761,1,I need a car loan to buy a vehicle for my daughter.,0.9989824891090393,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
50,3.0,29,4057.010866355468,1,633,0,1547.6208287852962,9,1,0,25165.903043131493,12,12.425381221938448,1,"I need a personal loan for my children,” he said.",0.9909408688545227,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,1.0,0,3395.3454948848425,0,628,2,1140.0832291815866,1,1,0,47102.75407997624,72,10.973211505378412,1,Applying for auto financing to purchase a new home.,0.9567456245422363,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
18,1.0,0,2155.5324367276867,2,502,1,1006.0084512583778,0,1,0,16037.967412771626,12,16.145561101376053,1,Applying for financing to cover the cost of a project.,0.9046674966812134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
68,2.0,15,7050.499308145101,3,677,1,2313.6688738172256,8,1,1,282583.4841699201,360,9.500341696630793,1,Looking to buy a house for my family because I love it.,0.9995404481887817,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
25,4.0,3,8772.599279216742,2,734,2,2167.420628265562,3,1,1,10734.868642623742,36,6.581035285615805,0,"I need a personal loan for me, but I can't afford to pay for it.",0.9989494681358337,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,0.0,15,2999.279394412211,1,623,1,1498.5729621087662,3,1,1,26549.765329447026,60,11.499446398607072,1,Personal: unknown,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
52,0.0,6,4204.926724593729,2,679,1,665.6371763046267,0,1,1,28792.93251595883,24,9.258833701428353,1,Need funds for the next few months.,0.9962524771690369,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39,3.0,5,19408.465020005715,1,745,2,4028.926374788019,8,0,1,295066.85459264927,240,5.907722146878097,1,Looking to buy a house for my family because I want to be a part of my family.,0.5118247270584106,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
61,4.0,9,11647.549168965332,0,832,0,1555.5692857391566,2,1,1,15533.925056926755,12,4.096942864420756,0,I need a personal loan for the next two years.,0.9982693195343018,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
31,2.0,8,8439.411824629698,0,727,0,2762.698222788897,5,1,1,258068.6350255248,180,6.602398958766814,1,Need mortgage financing for the first time.,0.9720180630683899,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
32,3.0,13,9464.454897410737,0,660,3,2324.6168011921,6,1,1,29580.772145169703,60,10.509791423577122,0,I need a personal loan for me.,0.9985173344612122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
21,4.0,2,3302.526413476256,0,588,1,1607.3114239342503,0,0,1,154721.27637080307,120,17.472685111141306,1,I am applying for a home loan to purchase a new house in New York City.,0.9941017031669617,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,3.0,10,4483.074608507808,0,586,2,1572.1060574849555,2,1,1,252816.0244524304,180,14.118904416001612,1,I am applying for a home loan to purchase a home for the same amount.,0.9958999752998352,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
39,5.0,0,1448.1936499595338,1,629,1,508.0265744891605,4,1,0,134271.01556860493,360,12.849292843705168,1,I need a business loan to expand my business.,0.9976586103439331,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,3.0,0,3380.188651155546,0,595,3,1032.2749238770475,0,1,0,84868.83365112895,360,18.81664419738548,0,Seeking financing to start my own business.,0.9802054166793823,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,1.0,0,7146.377988522978,4,734,0,1495.4293634548924,15,1,1,31120.6634435396,84,6.826073121348573,0,"Need funding for my education in the United States, and I will continue to work with other countries to ensure that I am able to continue to work for my",0.9984595775604248,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
42,3.0,14,11578.045380692478,0,791,0,1584.8105372310158,16,0,1,351744.20015456394,240,4.973634973711743,0,I am applying for a home loan to purchase a home in the United States.,0.9921103119850159,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
24,2.0,3,2741.809565245446,0,581,2,1130.4006723837476,1,1,0,73063.43375198546,120,18.827698441546676,1,Seeking financing to start my own business in China.,0.9830381870269775,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62,2.0,37,9730.691243750209,0,675,2,3118.0750769342085,5,0,1,7823.291067150283,24,8.347809262385985,0,Need funds for a small number of projects.,0.9844833016395569,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
56,2.0,0,1676.0834241300415,0,565,2,813.7380872946511,18,1,1,16364.587639380235,60,14.3045857217132,1,Applying for financing to cover the cost of the project.,0.9172947406768799,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
47,0.0,26,4617.443283019243,0,712,1,735.3366560372567,1,1,1,19906.74696205133,60,5.861700657331836,0,Applying for financing to cover the costs of the project.,0.9215720891952515,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67,3.0,21,9997.056368253525,3,840,0,779.9383777348395,0,0,0,17958.24130909342,12,5.351921544385511,0,I need a personal loan for me.,0.9985173344612122,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,3.0,1,12322.03676079592,1,763,2,696.0557050078634,7,1,0,38055.11735544578,48,3.758162522187621,0,Looking to finance a car because it’s not a good idea to spend money on a car because it’s not a good idea to spend,0.9998080134391785,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61,3.0,34,15772.85988585958,1,702,0,2863.81800218423,27,0,0,70855.98058678905,84,7.558981590058292,0,Need funding for my education in the US.,0.9946110248565674,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,0.0,0,1515.8348693549226,0,600,3,457.47475004950826,0,0,1,11106.159504010382,120,19.20714074362133,1,Applying for student financing for the school district.,0.966926634311676,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,1.0,0,1326.531850602095,2,558,3,507.94496738269584,1,0,1,24205.56678341204,36,15.175543387742527,1,I need a personal loan for my children.,0.997666597366333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
63,4.0,25,6936.986844457497,0,776,2,1149.301829078833,0,1,1,11854.016663995146,60,3.714145623991077,0,Need funds for a new school.,0.9976096153259277,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
47,2.0,0,2949.779485688181,0,586,1,1109.5912152932883,6,1,1,24616.70659860774,48,18.63531267263553,1,Applying for financing to cover the costs of the project.,0.9215720891952515,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
18,1.0,0,2755.2569308141374,0,621,1,773.8030729833648,0,1,0,23859.054979598564,12,10.112406734470577,1,Applying for financing to cover the costs of the project.,0.9215720891952515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
31,3.0,6,10177.083422419517,0,768,0,2086.9327176863817,11,0,1,65661.84764027709,240,4.070884281373434,1,Applying for business credit to a company that was not in the company's financial position.,0.9939882755279541,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49,1.0,13,11389.65367692244,2,848,3,2139.1766296931987,25,1,0,169072.81221900528,240,5.448791753560158,0,I need a business loan to expand my business.,0.9976586103439331,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3.0,14,7919.517023323553,0,632,0,3504.547200988352,18,1,0,21786.978716680173,60,10.795968555837748,0,"Applying for financing to cover the cost of the project, which will be funded by the State of Illinois.",0.8139077425003052,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
67,3.0,20,9672.1248959547,3,758,2,971.6756913180524,8,1,1,63539.427741030144,240,5.343914372732067,0,Business: unknown,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,3.0,24,8926.58157313879,0,689,1,2609.874661620941,27,1,1,26710.26969853455,48,8.80020080280802,0,Need funds for the first time in over a year.,0.8612815141677856,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38,4.0,6,9567.63890299423,0,777,2,951.8368344427,1,0,1,355281.7827800716,180,5.628966352537768,1,Need mortgage financing for a new home.,0.9950082302093506,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45,0.0,10,8134.677619706896,0,726,1,3117.8456762386804,15,1,1,21064.12998837979,48,7.408532094124698,0,I need a personal loan for the next five years.,0.9982942938804626,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,1.0,0,1559.6518424384603,0,440,1,928.3426452806368,1,1,1,6081.075624481634,36,15.423714313620884,1,I need a personal loan for my daughter.,0.998080849647522,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
58,1.0,34,4946.309249863266,2,722,2,1259.3300736864012,20,0,0,28322.04523080184,60,6.022580009734761,0,Need funding for my education in the United States.,0.9906061291694641,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44,0.0,7,7313.929330479735,1,679,0,2352.1795695379265,2,1,1,50711.5992113583,60,7.606108115173044,1,Need funding for my education in the U.,0.9809291362762451,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58,4.0,22,10556.394535456824,2,680,2,3936.162871667761,26,1,0,151022.3614174767,360,9.614250869749268,0,Need mortgage financing for many years has been a major concern for the housing market.,0.6016262173652649,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
46,3.0,14,11282.748962907452,1,742,0,2341.152791687104,24,0,1,29395.639022318093,36,7.517151529875111,0,"Applying for auto financing to purchase, or to purchase a car.",0.8906511664390564,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,1.0,6,8975.91888701999,0,649,1,2282.527553110408,4,1,1,154127.16574826775,120,12.961904527814076,1,Applying for business credit to a credit card.,0.9215068817138672,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,0.0,0,2228.256063823889,0,512,1,957.6999174396666,2,1,1,5225.017646593745,60,18.929848583153024,1,Need funds for the upcoming project.,0.9895723462104797,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
62,4.0,14,14233.343781884823,0,817,1,1903.4666636367929,14,1,1,27032.2001875409,60,4.448977284386836,1,Applying for financing to cover the cost of the project.,0.9172947406768799,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19,3.0,0,2121.724718605529,1,582,0,1125.2984439555576,1,1,0,36037.3885393648,60,18.116025761311988,1,Applying for student financing for the program.,0.9433702826499939,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20,2.0,1,1514.5065800639888,0,590,3,496.8656570226263,1,1,1,12177.151814361125,60,13.493443619502012,0,Need to refinance existing loans because they’re not paying the interest.,0.999484658241272,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
61,5.0,7,21631.870443238666,0,750,1,6262.655386352329,3,1,0,83057.69951791389,120,8.144352339025064,0,"Applying for student financing for tuition, and the payment of tuition, for tuition and other expenses.",0.9074495434761047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
61,3.0,36,6195.126361805398,3,595,2,3220.8103823661527,5,1,1,20188.88055733932,36,16.487733884942582,0,Applying for financing to cover costs and costs of the project.,0.942542314529419,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,5.0,4,5653.007224222551,1,622,1,2832.890665357367,22,0,1,9980.919087138638,36,10.168145608761684,1,Need funds for the future of the project.,0.9929744005203247,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
40,1.0,12,11111.102710326397,2,627,2,4269.14910607529,4,0,1,118208.02162962906,120,11.076972923797523,0,I need a business loan to expand my business.,0.9976586103439331,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,3.0,18,12742.87514699794,0,716,1,3447.7899078705395,18,0,1,7962.308969210015,48,7.643232290879794,0,Need funds for the film.,0.9902044534683228,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,3.0,6,10120.492278726664,1,633,1,4059.071716690815,1,1,1,216606.0885949304,120,12.289071155457794,1,I am applying for a home loan to purchase a house in the UK.,0.9901642203330994,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
43,3.0,11,9775.755395825325,2,782,1,854.486556634587,16,1,1,13091.980910106093,36,4.769025946711137,0,I need a personal loan for the rest of my life.,0.9969384670257568,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
44,3.0,18,9410.07260683437,2,688,1,2433.5667412270923,19,1,0,11342.054346828469,48,9.500155588217538,0,I need a personal loan for me to make sure I get a loan.,0.9990624785423279,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
29,2.0,4,4670.354732784564,2,651,3,1486.065560160496,6,1,1,22717.649220247647,36,10.559251206568147,0,Looking to finance a car because of the high demand and the low cost of cars.,0.996807873249054,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,2.0,0,1316.6249799154298,0,496,1,917.4336148274537,0,0,1,18680.798017791625,60,19.43493030425841,1,I need a personal loan for my kids to live in.,0.9982143640518188,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
50,3.0,12,9431.873325945038,0,694,3,3322.324913357901,14,1,0,25009.104711383632,60,9.622792788631266,1,I need a personal loan for me.,0.9985173344612122,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20,3.0,1,1922.1780394046743,0,499,2,1160.3732410753,0,1,1,35417.08445256893,240,13.911325444405616,1,Seeking financing to start my own research project.,0.987972617149353,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,1.0,1,3121.0094331864057,0,533,2,1329.6223766191033,2,0,1,8445.572478980885,36,13.013159184674375,1,I need a personal loan for my children.,0.997666597366333,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22,1.0,0,2594.662857579892,0,519,2,1168.768704409142,1,1,0,91942.44635541557,120,14.883097518710912,1,I need an education loan to pursue a career in journalism.,0.9976849555969238,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
46,1.0,7,11462.406815035289,3,678,0,3709.962057142625,11,1,1,14116.766905858414,48,9.833159797077805,0,Need funds for the project.,0.9833061099052429,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,4.0,3,4801.626355668853,0,591,1,1375.5960730511422,11,1,0,36383.04260399961,120,17.768207853076532,1,Seeking financing to start my own company.,0.9868311882019043,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0.0,11,4952.444085396406,4,582,4,1271.156772627004,0,0,0,302905.5205931065,240,13.214890022189865,1,Need mortgage financing for most of the country.,0.973922610282898,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
63,2.0,34,5260.130944272622,2,703,1,1200.8395037789692,0,1,1,44733.69754207655,36,8.475088220117355,0,Applying for auto financing to purchase an SUV.,0.9251207113265991,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
62,2.0,14,2907.327209909145,0,674,2,490.2848602079816,23,1,1,29672.17341501293,48,8.195504885369603,0,"I need a personal loan for me, so I have a lot of money to pay for it, so I can get it done.",0.999355137348175,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,2.0,0,2001.095477694056,1,531,1,1173.6641881567116,1,1,1,41295.31844586814,36,16.570969793372814,1,Applying for debt consolidation to reduce the federal deficit and reduce the deficit.,0.9570488929748535,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
60,3.0,18,9771.095989955476,0,720,3,3383.408235174528,15,1,1,8244.9950203335,24,8.45423398849524,1,I need a personal loan for the rest of my life.,0.9969384670257568,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
62,1.0,20,8914.195722797089,0,817,1,1577.226576024348,22,1,0,9148.872382394624,36,4.568724219801538,0,"Applying for financing to cover the cost of the new, expanded, and expanded program.",0.6523526310920715,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,1.0,0,137.14384383223032,0,579,2,44.41646066704017,14,0,1,269191.54986098065,360,16.815008730146253,1,Need mortgage financing for the first time.,0.9720180630683899,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
31,4.0,10,7900.109977416732,2,790,1,967.6549604559676,11,0,0,176137.2487269078,180,5.812617938357536,1,Applying for business credit to the IRS is not a good idea.,0.9997947812080383,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1.0,0,73.08442158806994,1,488,3,26.34109947717281,0,0,0,55373.36407554847,60,16.84944749363764,1,Applying for student financing for the school.,0.9649717807769775,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
32,3.0,11,12760.248225329631,3,671,3,4995.069863259296,1,1,1,15812.4469582533,36,9.271496519940854,0,I need a personal loan for me.,0.9985173344612122,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
