CustomerID,Age,Education,EmploymentType,EmploymentSector,EmploymentLengthYears,MonthlyIncome,MaritalStatus,Dependents,PropertyOwnership,CreditScore,ExistingLoans,MonthlyDebt,YearsWithBank,HasSavingsAccount,HasCheckingAccount,LoanPurpose,LoanAmount,LoanTermMonths,InterestRate,LoanDefault,LoanPurposeDescription
796,41,Associate,Part-Time,Finance,13,4958.869442155422,Single,0,Own with Mortgage,677,1,1784.9702866838338,21,1,1,Debt Consolidation,10736.85560631108,60,10.520531661235294,0,Need to refinance existing loans because the government is not willing to pay for it.
797,37,High School,Full-Time,Manufacturing,10,7572.8045783716325,Married,3,Rent,668,0,2734.105146975738,11,0,1,Car Loan,43198.45535325186,72,10.538949481796404,0,I need a car loan to buy a vehicle for a month.
798,44,High School,Full-Time,Construction,24,9630.635096,Widowed,0,Living with Parents,737,2,2402.5645907059506,6,1,0,Car Loan,43209.26153036543,36,5.997703073112358,0,
799,64,Bachelor,Part-Time,Retail,23,5300.2777246990045,Single,0,Own with Mortgage,617,2,2421.9745476267753,29,1,1,Education,60900.78930111589,60,10.650513185262868,1,
800,21,High School,Unemployed,Education,0,3054.758847181387,Widowed,1,Own Outright,536,2,1799.9115637006266,2,1,1,Vacation,10720.289408913472,12,16.017596525013126,1,I need a personal loan for me to get into the business.
801,49,Associate,Self-Employed,Healthcare,16,14245.709654454457,Married,3,Own Outright,731,0,5597.787798,16,0,0,Vacation,29061.18237355278,12,6.991745517677156,0,
802,44,Bachelor,Part-Time,Other,16,8882.797467,Single,0,Own with Mortgage,681,3,1721.481383998626,26,0,1,Car Loan,29854.670570867456,60,7.9851737217862135,1,Applying for auto financing to purchase a home
803,54,Associate,Full-Time,Technology,34,9735.512973731915,Divorced,2,Own with Mortgage,746,2,2541.2797244395524,26,0,1,Personal,29871.449326483038,48,5.764605111369612,0,I need a personal loan for a year.
804,31,Bachelor,Self-Employed,Healthcare,2,13068.431926113128,Married,0,Rent,701,3,3030.459242269586,4,1,0,Car Loan,22346.249480674902,48,5.558831597422761,1,I need a car loan to buy a vehicle for my daughter.
805,50,Bachelor,Part-Time,Technology,29,4057.010866355468,Married,1,Own Outright,633,0,1547.6208287852962,9,1,0,Vacation,25165.903043131493,12,12.425381221938448,1,"I need a personal loan for my children,â€ he said."
806,51,High School,Unemployed,Healthcare,0,3395.3454948848425,Married,0,Own with Mortgage,628,2,1140.0832291815866,1,1,0,Car Loan,47102.754079976236,72,10.973211505378412,1,Applying for auto financing to purchase a new home.
807,18,High School,Unemployed,Construction,0,2155.5324367276867,Single,2,Rent,502,1,1006.0084512583778,0,1,0,Wedding,16037.967412771626,12,16.145561101376053,1,Applying for financing to cover the cost of a project.
808,68,Associate,Full-Time,Other,15,7050.499308145101,Married,3,Own with Mortgage,677,1,2313.6688738172256,8,1,1,Home Purchase,282583.4841699201,360,9.500341696630791,1,Looking to buy a house for my family because I love it.
809,25,Master,Full-Time,Services,3,8772.599279216742,Married,2,Living with Parents,734,2,2167.420628265562,3,1,1,Personal,10734.868642623742,36,6.581035285615805,0,"I need a personal loan for me, but I can't afford to pay for it."
810,51,Below High School,Full-Time,Healthcare,15,2999.279394412211,Divorced,1,Own with Mortgage,623,1,1498.5729621087662,3,1,1,Personal,26549.765329447026,60,11.499446398607073,1,
811,52,Below High School,Full-Time,Healthcare,6,4204.926724593729,Married,2,Own Outright,679,1,665.6371763046267,0,1,1,Vacation,28792.93251595883,24,9.258833701428353,1,Need funds for the next few months.
812,39,Bachelor,Self-Employed,Government,5,19408.465020005715,Married,1,Own with Mortgage,745,2,4028.926374788019,8,0,1,Home Purchase,295066.85459264927,240,5.907722146878097,1,Looking to buy a house for my family because I want to be a part of my family.
813,61,Master,Full-Time,Manufacturing,9,11647.549168965332,Married,0,Own with Mortgage,832,0,1555.5692857391566,2,1,1,Wedding,15533.925056926755,12,4.096942864420756,0,I need a personal loan for the next two years.
814,31,Associate,Full-Time,Manufacturing,8,8439.411824629698,Married,0,Rent,727,0,2762.698222788897,5,1,1,Home Purchase,258068.63502552477,180,6.602398958766814,1,Need mortgage financing for the first time.
815,32,Bachelor,Contract,Government,13,9464.454897410735,Single,0,Own with Mortgage,660,3,2324.616801,6,1,1,Home Improvement,29580.772145169703,60,10.509791423577122,0,I need a personal loan for me.
816,21,Master,Full-Time,Services,2,3302.5264134762556,Single,0,Living with Parents,588,1,1607.3114239342503,0,0,1,Home Purchase,154721.27637080307,120,17.472685111141306,1,I am applying for a home loan to purchase a new house in New York City.
817,29,Bachelor,Part-Time,Healthcare,10,4483.074608507808,Married,0,Rent,586,2,1572.1060574849555,2,1,1,Home Purchase,252816.0244524304,180,14.118904416001612,1,I am applying for a home loan to purchase a home for the same amount.
818,39,PhD,Unemployed,Retail,0,1448.1936499595338,Married,1,Own Outright,629,1,508.0265744891605,4,1,0,Business,134271.01556860493,360,12.849292843705168,1,I need a business loan to expand my business.
819,18,Bachelor,Full-Time,Other,0,3380.188651155546,Single,0,Rent,595,3,1032.2749238770477,0,1,0,Business,84868.83365112895,360,18.81664419738548,0,Seeking financing to start my own business.
820,52,High School,Full-Time,Technology,0,7146.377988522978,Married,4,Own Outright,734,0,1495.4293634548924,15,1,1,Education,31120.663443539597,84,6.826073121348573,0,"Need funding for my education in the United States, and I will continue to work with other countries to ensure that I am able to continue to work for my"
821,42,Bachelor,Full-Time,Services,14,11578.045380692478,Single,0,Own with Mortgage,791,0,1584.8105372310158,16,0,1,Home Purchase,351744.20015456394,240,4.973634973711743,0,I am applying for a home loan to purchase a home in the United States.
822,24,Associate,Full-Time,Government,3,2741.809565245446,Single,0,Rent,581,2,1130.4006723837476,1,1,0,Business,73063.43375198546,120,18.827698441546673,1,Seeking financing to start my own business in China.
823,62,Associate,Full-Time,Technology,37,9730.691243750209,Single,0,Own with Mortgage,675,2,3118.0750769342085,5,0,1,Personal,7823.291067150283,24,8.347809262385985,0,Need funds for a small number of projects.
824,56,Associate,Unemployed,Finance,0,1676.0834241300415,Married,0,Own with Mortgage,565,2,813.7380872946511,18,1,1,Personal,16364.587639380235,60,14.304585721713199,1,Applying for financing to cover the cost of the project.
825,47,Below High School,Self-Employed,Services,26,4617.443283019243,Single,0,Own Outright,712,1,735.3366560372567,1,1,1,Medical,19906.746962051326,60,5.861700657331836,0,Applying for financing to cover the costs of the project.
826,67,Bachelor,Full-Time,Construction,21,9997.056368253525,Married,3,Own Outright,840,0,779.9383777348395,0,0,0,Medical,17958.24130909342,12,5.351921544385511,0,I need a personal loan for me.
827,26,Bachelor,Full-Time,Services,1,12322.03676079592,Married,1,Own Outright,763,2,696.0557050078634,7,1,0,Car Loan,38055.11735544578,48,3.758162522187621,0,Looking to finance a car because itâ€™s not a good idea to spend money on a car because itâ€™s not a good idea to spend
828,61,Bachelor,Self-Employed,Manufacturing,34,15772.85988585958,Married,1,Own Outright,702,0,2863.818002,27,0,0,Education,70855.98058678905,84,7.558981590058292,0,Need funding for my education in the US.
829,18,Below High School,Part-Time,Technology,0,1515.8348693549226,Married,0,Living with Parents,600,3,457.47475004950826,0,0,1,Education,11106.159504010382,120,19.20714074362133,1,Applying for student financing for the school district.
830,19,High School,Unemployed,Education,0,1326.5318506020947,Divorced,2,Rent,558,3,507.94496738269584,1,0,1,Medical,24205.56678341204,36,15.175543387742527,1,I need a personal loan for my children.
831,63,Master,Full-Time,Government,25,6936.986844457497,Single,0,Own with Mortgage,776,2,1149.301829078833,0,1,1,Vacation,11854.016663995146,60,3.7141456239910764,0,Need funds for a new school.
832,47,Associate,Unemployed,Services,0,2949.7794856881806,Divorced,0,Own with Mortgage,586,1,1109.5912152932883,6,1,1,Vacation,24616.70659860774,48,18.635312672635532,1,Applying for financing to cover the costs of the project.
833,18,High School,Contract,Finance,0,2755.2569308141374,Single,0,Rent,621,1,773.8030729833648,0,1,0,Vacation,23859.054979598564,12,10.112406734470577,1,Applying for financing to cover the costs of the project.
834,31,Bachelor,Full-Time,Government,6,10177.083422419515,Single,0,Rent,768,0,2086.9327176863817,11,0,1,Business,65661.84764027709,240,4.070884281373434,1,Applying for business credit to a company that was not in the company's financial position.
835,49,High School,Full-Time,Finance,13,11389.65367692244,Married,2,Own Outright,848,3,2139.1766296931987,25,1,0,Business,169072.81221900528,240,5.448791753560158,0,I need a business loan to expand my business.
836,39,Bachelor,Self-Employed,Government,14,7919.517023323553,Single,0,Rent,632,0,3504.547200988352,18,1,0,Wedding,21786.978716680173,60,10.795968555837748,0,"Applying for financing to cover the cost of the project, which will be funded by the State of Illinois."
837,67,Bachelor,Full-Time,Manufacturing,20,9672.124895954701,Married,3,Own Outright,758,2,971.6756913180525,8,1,1,Business,63539.427741030144,240,5.343914372732067,0,
838,60,Bachelor,Self-Employed,Healthcare,24,8926.581573,Married,0,Own Outright,689,1,2609.874661620941,27,1,1,Vacation,26710.26969853455,48,8.800200803,0,Need funds for the first time in over a year.
839,38,Master,Full-Time,Retail,6,9567.638903,Married,0,Living with Parents,777,2,951.8368344427001,1,0,1,Home Purchase,355281.7827800716,180,5.628966352537768,1,Need mortgage financing for a new home.
840,45,Below High School,Full-Time,Finance,10,8134.677619706896,Divorced,0,Own Outright,726,1,3117.8456762386804,15,1,1,Medical,21064.12998837979,48,7.408532094124698,0,I need a personal loan for the next five years.
841,19,High School,Unemployed,Manufacturing,0,1559.6518424384603,Single,0,Rent,440,1,928.3426452806369,1,1,1,Vacation,6081.075624481634,36,15.423714313620883,1,I need a personal loan for my daughter.
842,58,High School,Self-Employed,Healthcare,34,4946.309249863266,Married,2,Own Outright,722,2,1259.3300736864012,20,0,0,Education,28322.04523080184,60,6.022580009734761,0,Need funding for my education in the United States.
843,44,Below High School,Full-Time,Manufacturing,7,7313.929330479735,Divorced,1,Own Outright,679,0,2352.1795695379265,2,1,1,Education,50711.59921,60,7.606108115173044,1,Need funding for my education in the U.
844,58,Master,Full-Time,Healthcare,22,10556.394535456824,Married,2,Own with Mortgage,680,2,3936.162871667761,26,1,0,Home Purchase,151022.3614174767,360,9.614250869749267,0,Need mortgage financing for many years has been a major concern for the housing market.
845,46,Bachelor,Self-Employed,Services,14,11282.748962907453,Married,1,Own Outright,742,0,2341.152791687104,24,0,1,Car Loan,29395.639022318093,36,7.517151529875111,0,"Applying for auto financing to purchase, or to purchase a car."
846,25,High School,Full-Time,Retail,6,8975.918887,Single,0,Rent,649,1,2282.5275531104076,4,1,1,Business,154127.16574826775,120,12.961904527814077,1,Applying for business credit to a credit card.
847,23,Below High School,Unemployed,Education,0,2228.2560638238892,Single,0,Own with Mortgage,512,1,957.6999174396666,2,1,1,Vacation,5225.017646593745,60,18.929848583153024,1,Need funds for the upcoming project.
848,62,Master,Full-Time,Healthcare,14,14233.343781884825,Divorced,0,Living with Parents,817,1,1903.4666636367929,14,1,1,Wedding,27032.20019,60,4.448977284386836,1,Applying for financing to cover the cost of the project.
849,19,Bachelor,Full-Time,Other,0,2121.724718605529,Married,1,Rent,582,0,1125.2984439555576,1,1,0,Education,36037.388539364794,60,18.116025761311988,1,Applying for student financing for the program.
850,20,Associate,Part-Time,Manufacturing,1,1514.5065800639888,Divorced,0,Rent,590,3,496.8656570226263,1,1,1,Debt Consolidation,12177.151814361123,60,13.493443619502013,0,Need to refinance existing loans because theyâ€™re not paying the interest.
851,61,PhD,Self-Employed,Construction,7,21631.870443238662,Divorced,0,Rent,750,1,6262.655386352329,3,1,0,Education,83057.69951791389,120,8.144352339025064,0,"Applying for student financing for tuition, and the payment of tuition, for tuition and other expenses."
852,61,Bachelor,Contract,Construction,36,6195.126361805398,Married,3,Rent,595,2,3220.8103823661527,5,1,1,Wedding,20188.88055733932,36,16.487733884942582,0,Applying for financing to cover costs and costs of the project.
853,42,PhD,Part-Time,Manufacturing,4,5653.007224222551,Married,1,Own with Mortgage,622,1,2832.890665357367,22,0,1,Home Improvement,9980.919087138638,36,10.168145608761684,1,Need funds for the future of the project.
854,40,High School,Self-Employed,Education,12,11111.102710326397,Married,2,Own with Mortgage,627,2,4269.149106,4,0,1,Business,118208.02162962906,120,11.076972923797523,0,I need a business loan to expand my business.
855,50,Bachelor,Full-Time,Finance,18,12742.87514699794,Single,0,Own Outright,716,1,3447.7899078705395,18,0,1,Wedding,7962.308969210015,48,7.643232290879794,0,Need funds for the film.
856,28,Bachelor,Self-Employed,Services,6,10120.492278726664,Married,1,Own with Mortgage,633,1,4059.071716690815,1,1,1,Home Purchase,216606.08859493042,120,12.289071155457794,1,I am applying for a home loan to purchase a house in the UK.
857,43,Bachelor,Full-Time,Services,11,9775.755395825325,Widowed,2,Rent,782,1,854.4865566,16,1,1,Vacation,13091.980910106093,36,4.769025946711137,0,I need a personal loan for the rest of my life.
858,44,Bachelor,Full-Time,Finance,18,9410.072607,Divorced,2,Rent,688,1,2433.5667412270923,19,1,0,Vacation,11342.054346828469,48,9.500155588217538,0,I need a personal loan for me to make sure I get a loan.
859,29,Associate,Part-Time,Retail,4,4670.354732784564,Divorced,2,Own Outright,651,3,1486.065560160496,6,1,1,Car Loan,22717.649220247647,36,10.559251206568149,0,Looking to finance a car because of the high demand and the low cost of cars.
860,20,Associate,Part-Time,Healthcare,0,1316.6249799154298,Married,0,Own with Mortgage,496,1,917.4336148274535,0,0,1,Home Improvement,18680.798017791625,60,19.43493030425841,1,I need a personal loan for my kids to live in.
861,50,Bachelor,Full-Time,Other,12,9431.873325945038,Married,0,Own with Mortgage,694,3,3322.324913357901,14,1,0,Medical,25009.104711383632,60,9.622792788631266,1,I need a personal loan for me.
862,20,Bachelor,Part-Time,Other,1,1922.1780394046746,Single,0,Rent,499,2,1160.373241,0,1,1,Business,35417.08445256893,240,13.911325444405616,1,Seeking financing to start my own research project.
863,21,High School,Self-Employed,Healthcare,1,3121.0094331864057,Single,0,Rent,533,2,1329.6223766191033,2,0,1,Vacation,8445.572478980885,36,13.013159184674375,1,I need a personal loan for my children.
864,22,High School,Contract,Manufacturing,0,2594.6628575798914,Single,0,Rent,519,2,1168.768704409142,1,1,0,Education,91942.44635541557,120,14.883097518710912,1,I need an education loan to pursue a career in journalism.
865,46,High School,Full-Time,Healthcare,7,11462.406815035289,Married,3,Rent,678,0,3709.9620571426253,11,1,1,Wedding,14116.766905858414,48,9.833159797077803,0,Need funds for the project.
866,30,Master,Part-Time,Education,3,4801.626355668853,Married,0,Own with Mortgage,591,1,1375.5960730511422,11,1,0,Business,36383.04260399961,120,17.768207853076532,1,Seeking financing to start my own company.
867,35,Below High School,Full-Time,Technology,11,4952.444085396406,Married,4,Own with Mortgage,582,4,1271.156772627004,0,0,0,Home Purchase,302905.5205931065,240,13.214890022189863,1,Need mortgage financing for most of the country.
868,63,Associate,Part-Time,Finance,34,5260.130944272622,Married,2,Own with Mortgage,703,1,1200.8395037789692,0,1,1,Car Loan,44733.697542076545,36,8.475088220117355,0,Applying for auto financing to purchase an SUV.
869,62,Associate,Part-Time,Healthcare,14,2907.3272099091455,Married,0,Own Outright,674,2,490.2848602079816,23,1,1,Medical,29672.173415012934,48,8.195504885369603,0,"I need a personal loan for me, so I have a lot of money to pay for it, so I can get it done."
870,19,Associate,Unemployed,Healthcare,0,2001.095477694056,Single,1,Rent,531,1,1173.6641881567116,1,1,1,Debt Consolidation,41295.31844586814,36,16.570969793372814,1,Applying for debt consolidation to reduce the federal deficit and reduce the deficit.
871,60,Bachelor,Full-Time,Services,18,9771.095989955476,Single,0,Own with Mortgage,720,3,3383.4082351745274,15,1,1,Vacation,8244.99502,24,8.454233988,1,I need a personal loan for the rest of my life.
872,62,High School,Full-Time,Healthcare,20,8914.195722797089,Widowed,0,Living with Parents,817,1,1577.226576024348,22,1,0,Personal,9148.872382394624,36,4.568724219801538,0,"Applying for financing to cover the cost of the new, expanded, and expanded program."
873,39,High School,Unemployed,Other,0,137.14384383223032,Single,0,Own with Mortgage,579,2,44.41646066704017,14,0,1,Home Purchase,269191.54986098065,360,16.815008730146253,1,Need mortgage financing for the first time.
874,31,Master,Full-Time,Finance,10,7900.109977416732,Married,2,Own with Mortgage,790,1,967.6549604559675,11,0,0,Business,176137.2487269078,180,5.812617938357536,1,Applying for business credit to the IRS is not a good idea.
875,20,High School,Unemployed,Healthcare,0,73.08442158806994,Single,1,Own with Mortgage,488,3,26.341099477172815,0,0,0,Education,55373.36407554847,60,16.84944749363764,1,Applying for student financing for the school.
876,32,Bachelor,Full-Time,Finance,11,12760.248225329631,Married,3,Own Outright,671,3,4995.069863259296,1,1,1,Personal,15812.44696,36,9.271496519940854,0,I need a personal loan for me.
877,18,High School,Full-Time,Construction,0,3570.578046117761,Single,0,Rent,539,2,1385.1948480725562,0,1,1,Home Purchase,250165.43119760015,180,16.26087047243472,1,Need mortgage financing for the next decade.
878,28,Master,Full-Time,Other,5,10150.955554100869,Married,2,Rent,783,2,2021.7861980415944,8,1,1,Home Improvement,18733.061985079352,60,5.201889732401214,0,Applying for financing to cover the costs of the loan and the cost of the loan and the cost of the loan and the cost of the loan and the
879,59,Bachelor,Full-Time,Finance,5,10967.384192684232,Married,1,Own with Mortgage,804,2,1640.809276460241,20,1,1,Personal,23570.624372657905,60,5.725142563663131,0,Applying for financing to cover the cost of the project.
880,60,High School,Full-Time,Finance,34,8796.211811689445,Single,0,Own Outright,721,2,2968.783966250372,14,1,1,Home Purchase,336081.3583,360,6.334298545199069,0,Need mortgage financing for a new home in the U.
881,27,Bachelor,Full-Time,Healthcare,0,9177.120812713725,Single,0,Living with Parents,786,3,1376.775069792877,0,1,0,Debt Consolidation,23538.11427653459,12,5.078547303045941,0,"I want to consolidate my debts to the banks, but I want to do that."
882,34,Associate,Full-Time,Other,1,5850.768757655487,Married,3,Own with Mortgage,693,4,2269.768675776326,7,0,1,Home Improvement,28143.474693333275,48,7.53089467,1,Need funds for the project.
883,36,High School,Part-Time,Other,3,5517.657943256474,Single,0,Own Outright,685,1,1351.7459257867124,9,1,1,Vacation,6121.010921,12,10.753902583624528,1,Need funds for the project.
884,32,Associate,Full-Time,Construction,11,5161.945688879975,Single,0,Rent,606,0,1820.2095752784471,0,1,1,Home Improvement,25249.46859208681,24,10.897531919199182,1,Need funds for the campaign.
885,26,Associate,Unemployed,Finance,0,3690.209025071031,Single,1,Own with Mortgage,590,1,1838.3198419264024,3,1,0,Vacation,24224.600004410164,24,13.100152428559642,1,Need funds for the first time.
886,29,Bachelor,Full-Time,Services,6,12092.296758774024,Married,1,Rent,621,2,3035.656681233924,2,0,1,Education,88374.45792264711,60,11.6579901,1,Need funding for my education in the United States.
887,24,Bachelor,Full-Time,Technology,0,3883.127026284648,Single,0,Rent,596,4,1689.373655165922,3,1,1,Home Purchase,266837.0317639752,180,16.49693617798165,1,Need mortgage financing for a family of four.
888,61,High School,Full-Time,Other,10,4869.200959940656,Single,1,Own with Mortgage,722,1,1393.5989822714089,12,0,1,Vacation,9131.051261,24,8.499141412467742,0,Need funds for the new season.
889,18,Associate,Part-Time,Technology,0,1384.6495524995057,Single,0,Living with Parents,569,1,749.4859827605145,0,1,0,Medical,9428.838080565638,36,13.281998631445989,1,"I need a personal loan for my son, and I want to go to school."
890,35,High School,Full-Time,Manufacturing,3,12447.540477774586,Divorced,1,Own with Mortgage,737,0,4333.596019787715,15,0,0,Medical,27697.469844490483,12,8.380406813216341,0,"Need funds for a new campaign, and I will be able to do the same for the rest of the campaign."
891,19,Associate,Full-Time,Government,0,3160.4697862635435,Single,0,Own with Mortgage,596,0,1424.4449116051048,1,1,1,Wedding,16557.38902501518,60,17.55681427005668,1,Applying for financing to cover the costs of the cost of the initial investment.
892,23,Bachelor,Unemployed,Finance,0,1126.1185113424488,Single,0,Living with Parents,527,2,447.49013714339173,5,0,1,Personal,23784.37715072614,12,19.696302347584208,1,"Need funds for a new ""Dance of the Dancer"" set."
893,18,High School,Full-Time,Construction,0,1682.6330126880468,Single,0,Rent,604,1,556.0430881513694,0,0,1,Medical,5711.030314477801,48,12.431398115961604,1,Need funds for a new project.
894,21,High School,Part-Time,Technology,2,939.3217432887936,Single,0,Own with Mortgage,634,0,285.3571905900235,3,1,1,Wedding,21875.12721455893,24,10.690924163790978,1,Applying for financing to cover the costs of the project.
895,30,Bachelor,Full-Time,Education,3,10001.521837729755,Married,2,Own with Mortgage,715,1,3620.6704012676873,8,1,1,Car Loan,44398.739309876386,36,5.533094842787397,0,
896,27,Bachelor,Full-Time,Manufacturing,1,12333.297663822746,Single,0,Rent,743,1,4318.965971067506,7,0,1,Personal,29473.28589039903,12,8.10098128,0,
897,56,Associate,Full-Time,Retail,16,8064.8404889408375,Married,0,Rent,748,0,2562.9205647830618,8,1,1,Personal,20511.844626299266,60,6.009643018152206,0,Applying for financing to cover the cost of the project.
898,64,Associate,Full-Time,Manufacturing,28,4926.758483339942,Married,2,Own Outright,795,1,873.9107032828023,16,1,1,Education,40654.374992316254,84,4.524072237,0,I need an education loan to pursue the right path to becoming a successful and successful business owner.
899,62,High School,Unemployed,Services,0,3977.9267839106024,Widowed,0,Rent,562,4,1851.769249646524,15,0,0,Car Loan,18487.549504314513,48,16.960915370037988,1,I need a car loan to buy a vehicle for my family.
900,20,Associate,Part-Time,Technology,1,1072.8387319643953,Single,0,Living with Parents,534,4,395.2009843309373,1,1,1,Vacation,13028.472923647409,48,15.437577579230755,1,Need funds for this project.
901,39,Bachelor,Unemployed,Retail,0,926.6508976435722,Divorced,0,Own with Mortgage,485,2,402.00762405475353,13,1,0,Personal,24864.456967504757,24,17.079647845584425,1,Need funds for this project.
902,49,High School,Full-Time,Manufacturing,15,8948.735984119576,Divorced,0,Own with Mortgage,748,1,2819.293403031764,4,1,1,Business,73988.43196553999,180,7.713690750087306,0,I need a business loan to expand my business.
903,23,Associate,Part-Time,Other,3,1876.3182562436657,Single,0,Own with Mortgage,551,3,950.1342956250751,5,1,1,Home Improvement,16784.202754324935,60,15.041037387030357,1,Need funds for the first time.
904,23,Associate,Full-Time,Finance,1,3802.486303,Married,2,Living with Parents,665,1,897.9610232,5,1,0,Personal,5771.447607701812,60,7.997596563463635,1,I need a personal loan for me.
905,59,Bachelor,Self-Employed,Finance,11,12792.033699384441,Divorced,0,Own with Mortgage,659,2,3914.8385205676955,11,1,0,Wedding,15235.29130478101,60,9.026442852,0,Need funds for a new film.
906,40,Bachelor,Full-Time,Retail,13,11717.061664607954,Married,0,Rent,648,2,6248.604592426289,10,0,0,Education,19197.425772434708,84,12.108096384847448,0,I need an education loan to pursue a career in journalism.
907,62,Bachelor,Self-Employed,Government,39,12324.287683838375,Widowed,1,Own Outright,798,1,698.5002066595314,4,1,1,Education,42732.38122805262,84,5.550943768622433,0,I need an education loan to pursue a career in the fields of law and economics.
908,46,Bachelor,Full-Time,Retail,12,18080.150036889216,Married,1,Own with Mortgage,701,2,4721.306883229168,2,1,0,Business,113308.32930634673,240,6.007185335319149,0,Seeking financing to start my own business is a very difficult task.
909,22,Bachelor,Full-Time,Education,3,2573.8551767361087,Single,0,Living with Parents,616,2,853.1432576251127,3,0,0,Vacation,12905.378064083252,60,11.905289408827617,1,Applying for financing to cover the cost of the project.
910,37,Below High School,Part-Time,Construction,1,4084.2508384403072,Single,0,Own with Mortgage,671,2,1069.689670076063,17,1,1,Home Improvement,24379.769232347644,12,8.608509927088257,1,Applying for financing to cover the costs of the project.
911,28,High School,Contract,Construction,0,5196.740932,Married,3,Rent,684,1,1194.9921960008517,0,1,1,Debt Consolidation,9897.075590573622,60,8.586199499200283,1,Applying for debt consolidation to reduce the deficit by $2.
912,26,Bachelor,Full-Time,Construction,1,8982.607657743823,Married,0,Rent,668,0,1920.9609295176954,6,1,1,Education,33464.19699279249,60,10.859392813265751,0,Applying for student financing for a new school is a big step forward for the University of Michigan.
913,30,Associate,Part-Time,Finance,1,4731.870670909934,Single,1,Own with Mortgage,589,2,1496.1875452165493,4,1,1,Car Loan,40395.651746949596,72,18.079588905908814,1,Looking to finance a car because of the value of the car.
914,48,High School,Full-Time,Other,3,11145.949434290227,Married,2,Own Outright,812,2,1868.062158259683,11,1,1,Vacation,13827.572223459738,24,4.886717561970918,0,
915,18,Bachelor,Full-Time,Finance,0,2394.258992089368,Single,0,Living with Parents,615,2,1033.4103333314047,0,1,1,Home Purchase,140229.26291836996,120,11.16933324513353,1,Looking to buy a house for my family because I think I'm a good person.
916,45,High School,Full-Time,Healthcare,19,11451.234130573028,Divorced,1,Rent,783,0,2199.193021846446,11,0,1,Vacation,12858.75282959371,36,5.554092244276179,0,I need a personal loan for me.
917,65,High School,Unemployed,Government,0,1652.0896368033077,Divorced,1,Own with Mortgage,529,4,599.2296944630813,11,0,0,Car Loan,48478.43623520431,48,16.76838419,1,"Applying for auto financing to purchase a car for $2,000,000,000."
918,22,Associate,Part-Time,Other,3,1348.3787389261154,Single,0,Living with Parents,545,2,715.2798508922111,1,1,0,Debt Consolidation,11782.898792417198,24,17.88788462363396,1,Applying for debt consolidation to reduce the risk of default.
919,60,Bachelor,Part-Time,Government,37,6105.6259493645775,Divorced,0,Own with Mortgage,713,1,1906.973701014271,21,1,1,Home Improvement,28407.015536723167,24,7.974229712041023,0,I need a personal loan for me.
920,23,Associate,Contract,Manufacturing,4,1663.415393910963,Single,1,Living with Parents,586,1,447.11933940938246,0,1,0,Home Purchase,59630.623358938705,180,16.72694477592652,0,I am applying for a home loan to purchase a house.
921,20,Below High School,Full-Time,Manufacturing,1,2468.0304903335737,Single,0,Rent,549,2,1282.2625629264735,2,1,1,Education,58399.370001514864,84,16.888551466289318,1,Need funding for my education in the UK.
922,55,Master,Full-Time,Technology,7,6848.946836619392,Married,1,Own Outright,779,1,1455.6938170397862,11,0,0,Business,148696.6247615947,120,5.566630143651601,1,Applying for business credit to be granted to the government.
923,50,Associate,Full-Time,Construction,18,6425.4383778652555,Married,1,Own Outright,792,1,1284.8958947895967,18,1,0,Home Purchase,294436.3641291888,120,5.116125225311517,0,"Need mortgage financing for your home, and you can save a lot of money."
924,19,Bachelor,Unemployed,Construction,0,91.79192,Single,1,Own with Mortgage,507,2,48.96677916156236,0,0,1,Personal,12075.015885726942,36,19.96215931055358,1,I need a personal loan for me.
925,26,Associate,Part-Time,Technology,4,3510.4579234335506,Married,2,Rent,618,4,1463.4078178713517,4,0,1,Debt Consolidation,23513.49192922095,24,10.50548056778802,1,"I want to consolidate my debts to the tune of $3,000."
926,47,Below High School,Full-Time,Education,23,3972.892577114166,Married,2,Own with Mortgage,629,1,1327.153588,14,1,1,Vacation,20251.70846333419,60,13.084726784472913,1,Applying for financing to cover the costs of the project.
927,68,High School,Full-Time,Finance,5,6531.386277312408,Married,2,Rent,783,0,761.3190052619693,14,0,1,Medical,23263.728420232535,12,3.916826899983458,0,I need a personal loan for me to keep going.
928,67,Associate,Full-Time,Education,13,4134.815849920705,Divorced,0,Own with Mortgage,628,2,1705.571283171908,10,0,0,Home Improvement,20836.95549565368,60,10.557424296291297,0,
929,31,Bachelor,Unemployed,Construction,0,3204.860387,Married,0,Own with Mortgage,534,2,1766.8625186205961,0,0,1,Medical,16983.861003446294,12,17.24459661103363,1,Need funds for a new game.
930,19,High School,Part-Time,Manufacturing,0,1280.3570934694578,Widowed,1,Rent,580,2,588.2828617251315,0,1,1,Education,19034.573587347542,60,13.532006922761903,1,I need an education loan to pursue a career in the field of finance.
931,26,Bachelor,Full-Time,Other,5,8631.245961,Single,2,Living with Parents,667,1,1373.9065054575512,5,1,0,Car Loan,31616.915211527794,48,10.721875597858942,1,"Looking to finance a car because itâ€™s a car,â€™s a car,â€™s a car,â€™s a car,"
932,25,Associate,Unemployed,Construction,0,4183.670912763304,Married,0,Own Outright,576,0,1764.0999731224963,2,1,1,Vacation,19390.593764679943,36,15.947146261942002,1,I need a personal loan for a living.
